task_id,seed,success,steps,final_progress,checkpoint_sha256,trajectory_sha256,metric_scores_read
plate_push,131507076,False,500,0.07616841793060303,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507077,False,500,0.010284850373864174,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507078,False,500,0.011893747374415398,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507079,False,500,0.12598635256290436,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507080,False,500,0.012334526516497135,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507081,False,500,0.011534811928868294,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507082,False,500,0.03154093399643898,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507083,False,500,0.05045585334300995,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507084,False,500,0.04028613865375519,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507085,False,500,0.00678592175245285,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507086,False,500,0.03356581926345825,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507087,False,500,0.07868266105651855,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507088,False,500,0.02056412398815155,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507089,False,500,0.01280687190592289,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507090,False,500,0.005820136517286301,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507091,False,500,0.0634123906493187,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507092,False,500,0.007200355175882578,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507093,False,500,0.003946216776967049,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507094,False,500,0.014429433271288872,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507095,False,500,0.01698422059416771,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507096,False,500,0.07333017140626907,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507097,False,500,0.020829733461141586,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507098,False,500,0.019623450934886932,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507099,False,500,0.005546648520976305,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507100,False,500,0.003850148059427738,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507101,False,500,0.0020533965434879065,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507102,False,500,0.016981350257992744,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
